232	0.30504703521728516	144	0.15665769577026367
79	0.05618858337402344	256	0.3746509552001953
110	0.07818913459777832	42	0.016585350036621094
110	0.08197546005249023	249	0.3546936511993408
212	0.232224702835083	383	0.7372996807098389
77	0.048523902893066406	159	0.16264939308166504
209	0.28232455253601074	110	0.0895073413848877
154	0.14255833625793457	46	0.02387070655822754
74	0.04297208786010742	374	0.761174201965332
120	0.09270644187927246	114	0.0960686206817627
306	0.5107555389404297	169	0.17161917686462402
216	0.24388456344604492	106	0.08151483535766602
88	0.06588554382324219	63	0.031502485275268555
89	0.05618762969970703	55	0.023962974548339844
284	0.43634462356567383	90	0.05596923828125
133	0.12600946426391602	140	0.1145472526550293
61	0.030057430267333984	206	0.23517203330993652
82	0.0547938346862793	339	0.5537750720977783
117	0.09208512306213379	143	0.12500452995300293
339	0.6137504577636719	221	0.2620534896850586
67	0.040375471115112305	75	0.04871535301208496
280	0.5125019550323486	220	0.2693774700164795
115	0.09681057929992676	93	0.08033633232116699
181	0.18568658828735352	128	0.12012743949890137
113	0.08051681518554688	245	0.33003759384155273
112	0.08805584907531738	120	0.08814048767089844
336	0.6429855823516846	69	0.040110111236572266
146	0.1520845890045166	96	0.07231521606445312
169	0.1683950424194336	88	0.05611753463745117
252	0.3483912944793701	216	0.26163411140441895
156	0.1444869041442871	149	0.15295028686523438
103	0.08765339851379395	294	0.47571325302124023
195	0.2164294719696045	135	0.10678339004516602
309	0.5260636806488037	28	0.007952690124511719
119	0.08600759506225586	85	0.056114912033081055
92	0.06130194664001465	90	0.056463003158569336
211	0.26562070846557617	249	0.3230113983154297
244	0.346466064453125	56	0.035610198974609375
78	0.0475916862487793	81	0.047995805740356445
179	0.20918655395507812	71	0.04613971710205078
131	0.12095785140991211	135	0.11728286743164062
250	0.3448488712310791	84	0.056427717208862305
208	0.23234295845031738	275	0.3836815357208252
87	0.049086570739746094	15	0.008001327514648438
96	0.0641489028930664	190	0.20943999290466309
558	1.5625643730163574	147	0.13019347190856934
263	0.4100074768066406	306	0.5206530094146729
115	0.0886986255645752	76	0.056401968002319336
153	0.17008733749389648	145	0.13066554069519043
65	0.04781532287597656	42	0.025612592697143555
148	0.1217503547668457	47	0.02460932731628418
141	0.12953853607177734	158	0.1536703109741211
116	0.08057785034179688	20	0.008443355560302734
259	0.3834829330444336	262	0.370959997177124
246	0.33048582077026367	92	0.06358838081359863
241	0.31029796600341797	44	0.02400660514831543
65	0.04000282287597656	63	0.03210854530334473
187	0.2326030731201172	153	0.14635348320007324
78	0.05013847351074219	67	0.03257870674133301
205	0.23073458671569824	143	0.12475085258483887
203	0.2734062671661377	127	0.11210274696350098
66	0.0320127010345459	108	0.10409760475158691
60	0.03238630294799805	87	0.055994510650634766
128	0.12922120094299316	128	0.1042017936706543
188	0.23166346549987793	46	0.0244600772857666
173	0.1764683723449707	129	0.11159348487854004
192	0.2082502841949463	50	0.03191661834716797
336	0.6587944030761719	265	0.37636375427246094
421	0.9174115657806396	90	0.06746459007263184
45	0.025925636291503906	38	0.01648736000061035
54	0.020556926727294922	70	0.040419578552246094
167	0.17776942253112793	291	0.4411444664001465
155	0.15365934371948242	101	0.0740823745727539
155	0.16048216819763184	134	0.1216273307800293
436	0.9653639793395996	83	0.056508779525756836
161	0.16978144645690918	183	0.18735551834106445
59	0.024097681045532227	23	0.007913351058959961
245	0.355271577835083	118	0.08994340896606445
19	0.0	119	0.11787223815917969
194	0.24634885787963867	130	0.10477280616760254
143	0.15277552604675293	69	0.039999961853027344
37	0.0202944278717041	261	0.34621262550354004
151	0.14468979835510254	85	0.05738019943237305
359	0.6913213729858398	175	0.1867048740386963
200	0.24125123023986816	91	0.08158612251281738
408	0.9585814476013184	407	0.9022455215454102
137	0.11897087097167969	160	0.16272449493408203
343	0.6492407321929932	132	0.10730433464050293
170	0.1824326515197754	136	0.12044811248779297
80	0.07151126861572266	150	0.15713906288146973
224	0.3185102939605713	66	0.03180527687072754
133	0.12042522430419922	119	0.09462738037109375
99	0.09305310249328613	106	0.07271885871887207
157	0.16164946556091309	147	0.1379528045654297
288	0.5127871036529541	189	0.22356224060058594
173	0.24409246444702148	86	0.06476426124572754
328	0.5899755954742432	181	0.20911622047424316
243	0.3702535629272461	45	0.017701148986816406
70	0.04347848892211914	138	0.12163329124450684
59	0.03320145606994629	116	0.08972883224487305
319	0.5997903347015381	272	0.46168017387390137
139	0.12280511856079102	116	0.11860036849975586
205	0.25554418563842773	367	0.7086143493652344
395	0.8843419551849365	79	0.057886362075805664
406	0.9233179092407227	265	0.3703649044036865
136	0.13051986694335938	106	0.08006548881530762
152	0.17566394805908203	89	0.06479239463806152
493	1.3648889064788818	111	0.09825253486633301
67	0.0408778190612793	106	0.08905315399169922
256	0.3924720287322998	105	0.07322120666503906
54	0.023998022079467773	113	0.0962378978729248
143	0.13354182243347168	124	0.09606027603149414
157	0.15412688255310059	139	0.13640713691711426
245	0.32961034774780273	79	0.06407332420349121
392	0.8765547275543213	273	0.4143857955932617
231	0.289623498916626	180	0.1912083625793457
